"metric","y_pred_harmonic","y_CARBayes_ST"
"absolute_bias",21.6875,23.6515493043261
"bias",-0.604166666666667,1.17854048745817
"coverage50",0.666666666666667,0.875
"coverage95",0.979166666666667,0.979166666666667
"RMSE",27.1513888533656,45.0919917678357
