"metric","y_pred_harmonic","y_CARBayes_ST"
"absolute_bias",24.7291666666667,99.1059113951014
"bias",1.72916666666667,31.474495181192
"coverage50",0.583333333333333,0.458333333333333
"coverage95",0.979166666666667,0.958333333333333
"RMSE",30.3385412195994,130.417308288009
